//プレミアム・パスポート　事業協賛店一覧,,20160104 
企業ID,店舗ID,店舗・施設名,郵便,住所,住所建物,緯度,経度,電話,FAX,URL,営業・利用可能時間,定休日,プレパス特典（協賛店のみ）
co100980,ofid0007,北陸労働金庫　羽咋支店,925-0034,石川県羽咋市旭町ア94-1,,36.8947569, 136.7802821,0767-22-0497,,http://hokuriku.rokin.or.jp,平日9：00~15：00※水曜19：00迄延長窓口　第2土曜ローン相談　9：00~17：00,第2以外の土曜、日、祝日、年末年始,
co100980,ofid0011,北陸労働金庫　能美支店,923-1121,石川県能美市寺井町イ３,,36.4424105, 136.4887866,0761-58-6333,,http://hokuriku.rokin.or.jp,平日9：00~15：00※水曜19：00迄延長窓口　第2土曜ローン相談　9：00~17：00,第2以外の土曜、日、祝日、年末年始,
co100980,ofid0009,北陸労働金庫　輪島支店,928-0001,石川県輪島市河井町23部1-150,,37.3940479, 136.9117863,0768-22-6666,,http://hokuriku.rokin.or.jp,平日9：00~15：00※水曜19：00迄延長窓口　第2土曜ローン相談　9：00~17：00,第2以外の土曜、日、祝日、年末年始,
co100980,ofid0003,北陸労働金庫　金沢南支店,921-8042,石川県金沢市泉本町6-79,,36.5547534, 136.6354735,076-243-8311,,http://hokuriku.rokin.or.jp,平日9：00~15：00※水曜19：00迄延長窓口　第2土曜ローン相談　9：00~17：00,第2以外の土曜、日、祝日、年末年始,
co100343,ofid0034,北陸銀行　かほく支店,929-1215,石川県かほく市高松ツ57,,36.7716807, 136.7171071,076-281-1101,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0042,北陸銀行　ほくぎんドリームセンター武蔵出張所,920-0854,石川県金沢市安江町1-10,,36.5730295, 136.6554714,076-262-6225,,http://www.hokugin.co.jp,平日　10:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0025,北陸銀行　もりの里支店,920-1167,石川県金沢市もりの里1-206,,36.5539374, 136.6872118,076-222-1711,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0046,北陸銀行　ローンプラザつばた,929-0326,石川県河北郡津幡町清水イ125,（津幡支店内）,36.672257, 136.7341049,076-288-6160,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0005,北陸銀行　ローンプラザまっとう,924-0882,石川県白山市八ツ矢町619,（松任支店内）,36.5255978, 136.5702826,076-276-8622,076-276-8634,http://www.hokugin.co.jp,平日　9:00〜18:00　土日祝　10:00〜16:00,12月31日、1月1日〜3日,
co100343,ofid0048,北陸銀行　ローンプラザ七尾,926-0806,石川県七尾市一本杉町118,（七尾支店内）,37.0463147,136.9647288,0767-53-2110,,http://www.hokugin.co.jp,平日　9:00〜18:00（水曜日を除く）日曜　10:00〜16:00（祝日でも営業）　,土・祝、12月31日、1月1日〜3日,
co100343,ofid0047,北陸銀行　ローンプラザ大聖寺,922-0811,石川県加賀市大聖寺南町ホ4-2,（大聖寺支店内）,36.3029464, 136.3134800,0761-72-1214,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0006,北陸銀行　ローンプラザ小松,923-0918,石川県小松市京町97,（小松支店内）,36.4061299, 136.4491513,0761-22-2761,0761-22-2792,http://www.hokugin.co.jp,平日　9:00〜18:00　土日祝　10:00〜16:00,12月31日、1月1日〜3日,
co100343,ofid0018,北陸銀行　ローンプラザ新神田,921-8013,石川県金沢市新神田1-9-22,（新神田支店内）,36.5652687, 136.6314370,076-291-1150,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0044,北陸銀行　ローンプラザ東大通,920-0842,石川県金沢市元町2-16-2,（東大通支店内）,36.5822893, 136.6627234,076-252-7200,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0001,北陸銀行　ローンプラザ武蔵,920-0854,石川県金沢市安江町1-10,,36.5730295, 136.6554714,076-262-6225,076-262-0019,http://www.hokugin.co.jp,平日　10:00〜18:00　土日祝　10:00〜16:00,12月31日、1月1日〜3日,子どもの人数に応じ、住宅ローン金利を優遇
co100343,ofid0045,北陸銀行　ローンプラザ野々市,921-8815,石川県野々市市本町2-290,（野々市支店内）,36.5300643, 136.6191840,076-246-2177,,http://www.hokugin.co.jp,平日　9:00〜18:00（水曜日を除く）　土日祝　10:00〜16:00,12月31日、1月1日〜3日,
co100343,ofid0002,北陸銀行　ローンプラザ金沢中央,920-0025,石川県金沢市駅西本町1-15-35,（金沢中央支店内）,36.5815557, 136.6411997,076-223-2484,076-233-2489,http://www.hokugin.co.jp,平日　9:00〜18:00　土日祝　10:00〜16:00,12月31日、1月1日〜3日,
co100343,ofid0003,北陸銀行　ローンプラザ金沢北,920-0061,石川県金沢市問屋町1-115-4,（金沢問屋町支店内）,36.6071716, 136.6348577,076-237-7735,076-237-7718,http://www.hokugin.co.jp,平日　9:00〜18:00　土日祝　10:00〜16:00,12月31日、1月1日〜3日,
co100343,ofid0004,北陸銀行　ローンプラザ金沢南,921-8116,石川県金沢市泉野出町3-1-1,（泉野支店内）,36.541111, 136.6485896,076-242-3550,076-242-3660,http://www.hokugin.co.jp,平日　9:00〜18:00　土日祝　10:00〜16:00,12月31日、1月1日〜3日,
co100343,ofid0030,北陸銀行　七尾支店,926-0806,石川県七尾市一本杉町118,,37.0462488, 136.9646401,0767-53-2200,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0024,北陸銀行　光が丘支店,921-8142,石川県金沢市光が丘1-127,,36.5178631, 136.6260724,076-298-7772,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0020,北陸銀行　大徳支店,920-0347,石川県金沢市松村町ヌ8-1,,36.5910235, 136.6135543,076-268-8600,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0038,北陸銀行　大聖寺支店,922-0811,石川県加賀市大聖寺南町ホ4-2,,36.3029464, 136.3134800,0761-72-1212,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0037,北陸銀行　小松南支店,923-0957,石川県小松市本折町62,,36.3979924, 136.44876,0761-22-2211,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0036,北陸銀行　小松支店,923-0918,石川県小松市京町97,,36.4061299, 136.4491513,0761-22-2481,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0014,北陸銀行　小立野支店,920-0935,石川県金沢市石引1-12-15,,36.5546346, 136.6717598,076-221-4121,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0041,北陸銀行　山中支店,922-0122,石川県加賀市山中温泉湯の本町ラ3-2,,36.2474104, 136.3738287,0761-78-0117,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0039,北陸銀行　山代支店,922-0242,石川県加賀市山代温泉温泉通39-1,,36.2924714, 136.3631531,0761-77-1460,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0043,北陸銀行　新神田支店,921-8013,石川県金沢市新神田1-9-22,,36.5652687, 136.6314370,076-291-3451,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0008,北陸銀行　東大通支店,920-0842,石川県金沢市元町2-16-2,,36.5822893, 136.6627234,076-252-3222,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0010,北陸銀行　東金沢出張所,920-0818,石川県金沢市大樋町4-14,,36.5892941, 136.6765414,076-251-7822,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0027,北陸銀行　松任支店,924-0882,石川県白山市八ツ矢町619,,36.5255978, 136.5702826,076-276-8855,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0009,北陸銀行　橋場出張所,920-0911,石川県金沢市橋場町3-15,,36.5709437, 136.6642293,076-261-7125,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0023,北陸銀行　泉野支店,921-8116,石川県金沢市泉野出町3-1-1,,36.541111, 136.6485896,076-242-3661,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0035,北陸銀行　津幡支店,929-0326,石川県河北郡津幡町清水イ125,,36.672257, 136.7341049,076-288-3311,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0015,北陸銀行　犀川支店,920-0968,石川県金沢市幸町2-8,,36.5552734, 136.6584246,076-263-1226,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0032,北陸銀行　珠洲支店,927-1214,石川県珠洲市飯田町15-23,,37.4357029, 137.2628806,0768-82-1212,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0026,北陸銀行　美川支店,929-0224,石川県白山市美川中町ソ30,,36.4862567, 136.4883270,076-278-2323,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0033,北陸銀行　羽咋支店,925-0052,石川県羽咋市中央町ア21-2,,36.8956651, 136.7767685,0767-22-1177,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0040,北陸銀行　能美支店,929-0103,石川県能美市五間堂町戊1-1,,36.4436852, 136.4873422,0761-57-2000,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0012,北陸銀行　英町出張所,920-0862,石川県金沢市芳斉2-5-38,,36.5735626, 136.6504634,076-261-8271,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0019,北陸銀行　西金沢出張所,921-8044,石川県金沢市米泉町7-28-4,,36.5517923, 136.6222302,076-244-1711,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0013,北陸銀行　賢坂辻支店,920-0931,石川県金沢市兼六元町15-28,,36.5644556, 136.6670987,076-263-5321,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0031,北陸銀行　輪島支店,928-0001,石川県輪島市河井町3-68,,37.3934067, 136.9043283,0768-22-1111,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0028,北陸銀行　野々市支店,921-8815,石川県野々市市本町2-290,,36.5300643, 136.6191840,076-246-2911,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0022,北陸銀行　野町出張所,921-8031,石川県金沢市野町4-1-6,,36.5532567, 136.6461616,076-241-3138,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0017,北陸銀行　金沢中央支店,920-0025,石川県金沢市駅西本町1-15-35,,36.5815557, 136.6411997,076-223-2191,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0021,北陸銀行　金沢南中央支店,921-8178,石川県金沢市寺地1-32-38,,36.536478, 136.6396406,076-243-1880,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0016,北陸銀行　金沢問屋町支店,920-0061,石川県金沢市問屋町1-115-4,,36.6071716, 136.6348577,076-237-5401,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0007,北陸銀行　金沢支店,920-0919,石川県金沢市南町5-28,,36.5675802, 136.6543245,076-263-5131,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日　12月31日、1月1日〜3日,子どもの人数に応じ、住宅ローン金利を優遇
co100343,ofid0029,北陸銀行　金沢西インター支店,921-8801,石川県野々市市御経塚4-84,,36.5495592, 136.6001741,076-240-7000,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co100343,ofid0011,北陸銀行　金沢駅前支店,920-0853,石川県金沢市本町2-15-1,,36.57634, 136.6494328,076-261-8227,,http://www.hokugin.co.jp,平日　9:00〜15:00,土・日・祝日、12月31日、1月1日〜3日,
co101472,ofid0001,千代野建設株式会社,924-0865,石川県白山市倉光六丁目25番地,,36.5163878,136.5685511,076-274-2121,076-274-2244,http://www.chiyono.co.jp,10:00〜17:30,日曜日,
co100922,ofid0001,千房自動車株式会社,921-8802,石川県野々市市押野4丁目88番地,,36.539752, 136.6201866,076-248-5040,076-248-0149,,8:30〜17:30,日曜日・祝日・年末・年始・盆,
co101366,ofid0001,千里浜レストハウス,925-0054,石川県羽咋市千里浜町タ4番地の1,,36.8933876, 136.7663640,0767-22-2141,0767-22-6271,http://www.chirihama.co.jp,8：40〜17：00　（レストラン　9：00〜16：00）,年中無休,
co833113,ofid0001,博多もつ鍋　龍　金沢尾張町店,920-0902,石川県金沢市尾張町2-9-10,,36.5717664,136.6605235,076-235-5055,076-235-5056,http://www.ashita.co.jp/?tid=100008,17：00〜24：00（23：00L.O）,夏期のみ毎週月曜日,
co101392,ofid0001,博多将軍加賀仕込み,922-0241,石川県加賀市加茂町129-1,,36.3052503, 136.3591088,0761-77-4000,0761-74-8857,,土日祝　10:00〜16:00　17:00〜24:00　平日　　10:00〜14:30　18:00〜,火曜日,
co101307,ofid0001,印度料理　ルビーナ,921-8824,石川県野々市市新庄3丁目137番地,,36.5054006, 136.6113626,076-248-1328,076-248-1401,https://ja-jp.facebook.com/indian.restaurant.rubina,11:00〜15:00、18:00〜22:00,毎週水曜定休日,
co100764,ofid0001,吉村植木園,921-8064,石川県金沢市八日市2丁目202番地1,,36.5424961, 136.6052850,076-280-4122,076-280-4160,,8:00〜19:00,土、日曜日,
co100674,ofid0001,吉村洋傘店,920-0854,石川県金沢市安江町3-8,,36.5736627, 136.6555492,076-231-5181,,,9:30〜19:00,毎週火曜日,
co101500,ofid0001,吉野屋アルプ店,927-0400,石川県鳳珠郡能登町字宇出津新港２−７,ショッピングタウンアルプ内,37.3532156, 137.2445213,0768-62-4828,,,10時00分から19時00分,1月1日（元旦）のみ,
co110358,ofid0001,吉野谷診療所,920-2322,石川県白山市佐良ニ124,,36.3241615, 136.6466547,076-255-5019,076-255-5180,http://www.tsurugihp.jp/,9:00〜12:00　16:00〜17:30,木曜午後、土・日・祝日及び年末年始,
co100415,ofid0026,呉服　ｋｉｍｏｎｏ錦,920-1167,石川県金沢市もりの里1丁目70番地,,36.5516427, 136.6899806,076-234-8760,,,10:00〜21:00,年中無休,
co100657,ofid0001,呉服・洋装　松本,926-0806,石川県七尾市一本杉町112,,37.0465126, 136.9643122,0767-53-0086,0767-53-6020,,10：00〜18：30,毎週火曜日,
co100987,ofid0001,味の四季彩　ファミィ店,928-0022,石川県輪島市宅田町7字37番地,,37.3877488, 136.9015345,0768-22-4870,,,9:00〜20:00,年始1日,
co101284,ofid0001,味処高崎,920-0865,石川県金沢市長町1丁目2-22,,36.5634445, 136.6521941,076-231-0116,076-231-0131,http://kanazawatakasaki.com,17:00〜22:00,日曜日（三連休の場合、日曜営業、月曜休み）,
co100734,ofid0002,和ダイニング四六時中　松任店,924-0817,石川県白山市幸明町280,アピタ松任店１Ｆ,36.5158324, 136.5769295,076-274-7246,076-274-7246,,10:00〜21:00,年中無休,
co101358,ofid0001,和倉昭和博物館とおもちゃ館,926-0175,石川県七尾市和倉町9-20-1,,37.0799238, 136.9198371,0767-62-1161,0767-62-1161,http://toymuseum.jp,8:30〜17:30（17:00入館）,年末年始,
