店舗・事業所情報一覧,,20141205_153955 ,,,,,,,,,,,
企業ID,店舗ID,店舗・施設名,郵便,住所１２３,住所４,緯度,経度,電話,FAX,URL,営業・利用可能時間,定休日,プレパス特典（協賛店のみ）
co100946,ofid0005,鶴来信用金庫　米丸支店,921-8011,石川県金沢市入江3-139,,36.5664157,136.6297482,076-291-1525,076-291-0034,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0015,鶴来信用金庫　緑が丘支店,923-1226,石川県能美市緑が丘7-3,,36.4394802,136.538835,0761-51-5100,0761-51-4908,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0009,鶴来信用金庫　美川支店,929-0217,石川県白山市湊町乙42-3,,36.4779598,136.474642,076-278-5551,076-278-5441,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0014,鶴来信用金庫　辰口支店,923-1243,石川県能美市三ツ屋町ロ38,,36.4527011,136.5478533,0761-51-3141,0761-51-4968,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0006,鶴来信用金庫　野々市支店,921-8824,石川県野々市市新庄4-48,,36.507917,136.6126319,076-246-4355,076-246-0090,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0002,鶴来信用金庫　金沢支店,920-0861,石川県金沢市三社町3-15,,36.5716961,136.6448999,076-263-2581,076-263-0067,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100945,ofid0001,鶴賀建設株式会社,920-0964,石川県金沢市本多町2丁目6-2,,36.5573093,136.662452,076-263-7013,076-232-7354,,9:00〜17:00,,見積・設計費無料。木造、鉄骨、鉄筋工事、リフォームすべて行ないます。瓦一枚から真心こめて修繕いたします
co101147,ofid0001,麺房廣見　イオン小松店,923-0036,石川県小松市平面町ア69,,36.4193625,136.4722549,0761-23-5626,,,10:00〜19:00,,イオンサービスカウンターでお渡しするスタンプカードに、各店お買上げ毎にスタンプを捺印。スタンプ12個貯まるとトップバリュ商品をプレゼント。
co101116,ofid0001,麺房廣見　イオン松任店,924-0841,石川県白山市平松町102-1,,36.5072307,136.5651722,076-274-8649,,,10:00〜20:00,年中無休,イオンサービスカウンターでお渡しするスタンプカードに、各店お買上げ毎にスタンプを捺印。スタンプ12個貯まるとトップバリュ商品をプレゼント。
co101234,ofid0001,（三菱サテライトショップ白山松任）（株）窪川自動車商会,924-0882,石川県白山市八ツ矢町556,,36.5246563,136.5725852,076-275-0356,076-275-2825,,8:30〜17:30,第2・第4土曜日、日曜日、祝日,お子様のお父さんお母さんが新車購入時にエンジンオイル交換券のクーポン5回分を無料　タイヤ交換を20％割引　車検時の車検準備費用5％割引　全ての入庫時の、10項目点検を無料（車検時は除く）
co100091,ofid0001,（有）いなば生花店,920-0337,石川県金沢市金石西1-6-16,,36.6013799,136.5932057,076-268-4187,076-267-1330,,（平日）8:00〜19:30　（祝祭日）8:30〜17:00,年始4日間,店内での購入商品全品10％引き（ポイントカード及び他サービス券との併用不可・配達商品及び花キューピット取引、花とみどりのギフト券に関しては対象外）
co100603,ofid0001,（有）おうぎオート,929-1602,石川県鹿島郡中能登町能登部上リ-129,,36.9655132,136.8736166,0767-72-2249,0767-72-3565,,8:30〜17:30,年末年始、5月の連休、盆休み、祝日、他不定休（年間で2〜3日,車検時にご提示いただいた方に2000円割引させていただきます　作業において技術料を5%OFFさせていただきます
co100609,ofid0001,（有）くろかわ,927-0553,石川県鳳珠郡能登町小木13-27,,37.2989381,137.2304255,0768-74-0356,0768-74-1359,,8:30〜19:00,毎週日曜日とお正月,UPカードのユーポイント3倍進呈
co101016,ofid0001,（有）つり具センターあさの,925-0051,石川県羽咋市島出町マ３８−１,,36.8997867,136.7759378,0767-22-3260,0767-22-6715,http://www.asatsuri.com/,平日8:00〜20:00　土日祝は朝5:00から　冬期間：変更有り,定休日なし,お買い物ポイント２倍進呈します。(一部対象外商品あり)　
co100569,ofid0001,（有）むろ美粧センター,925-0141,石川県羽咋郡志賀町高浜町ク-3-75,,37.0030929,136.7764242,0767-32-3590,0767-32-3590,http://www.muromi.mobi/,AM9:30〜PM7:00　日曜・祝日AM9:30〜PM6:00,第1・第3日曜日,3000円以上お買上げで粗品進呈
co101333,ofid0001,（有）エイトホンダ,923-0801,石川県小松市園町ニ６２,,36.4080551,136.4563229,0761-21-7081,0761-23-2560,http://8honda.jp/,9:00〜18:00,日・祝日・第二・四土曜,車検時、早期申し込みの方、当社1000円分整備券進呈。さらに、車両持込み・引取の方、当社500円分整備券進呈。※現金一括支払いの方のみ
co101009,ofid0001,（有）エコフレンズ,922-0304,石川県加賀市分校町ヌ212番地,,36.3208129,136.3980814,0761-74-2008,0761-74-2003,,8:00〜19:00,日曜日、第2・4土曜日、お盆、年末・年始,3人目以降のお子様につきご成約システムの太陽電池のうち1枚分を、オール電化機器は機器見積価格の5％をさらに割引！
co101014,ofid0001,（有）シー・アンド・シー金沢,920-0016,石川県金沢市諸江町中丁197-1,,36.5962981,136.6440853,076-260-1106,076-260-1107,http://www.cckanazawa.com/,10：00〜19：00,年末年始、お盆,毎月１９日（育児の日）にカード提示で１０％割引き（一部対象外の商品があります）
co100648,ofid0001,（有）ハリカ羽咋店,925-0026,石川県羽咋市石野町ニ42番地2,,36.8944212,136.8004604,0767-22-1302,0767-22-7221,,9:30〜19:30,年中無休（臨時休業除く）,通常割引価格より、さらに3％引き!!　ラッピングとリボン無料サービス
co100623,ofid0001,（有）ヒサギ,927-2151,石川県輪島市門前町走出8-77-1,,37.2905109,136.7668986,0768-42-0018,0768-42-1281,,9:30〜20:00,１月１日、２日,学用品（ノート、鉛筆等文具類）５％引き
co100119,ofid0001,（有）モリ・ランドリー,920-0902,石川県金沢市尾張町２丁目１６番８９号,,36.5718297,136.6610071,076-231-7147,076-231-7297,http://www.h2.dion.ne.jp/‾moriyasu/,8:00〜19:00,日、祝日,クリーニング料金1000円以上で10%OFF（但し、ワイシャツ、シーツ、着物、布団、皮革製品、カーペット等の特殊品は除く）
co100644,ofid0001,（有）中谷石油,927-2342,石川県輪島市門前町剱地ヨ171-2,,37.2282302,136.7057125,0768-45-1221,0768-45-1222,,7:00〜19:00,日曜日,その時に応じて値引き、ドリンク、タオル等サービス
co100610,ofid0001,（有）坂口電器商会,926-0811,石川県七尾市御祓町ホ-６番地１２,,37.0442545,136.9636347,0767-52-0098,0767-52-2355,,8:00〜21:00,無し,全商品５％引き　スタンプ２倍進呈　お子様ドリンク１本付
co100588,ofid0001,（有）奥野モータース,922-0813,石川県加賀市大聖寺弓町33,,36.3063678,136.3189132,0761-72-0653,0761-72-1678,http://www.okuno-m.com,8:30〜17:20,毎週日曜日、第２土曜日、祝日,エンジンオイル交換半額
co101278,ofid0001,（有）宮川不動産商会,921-8175,石川県金沢市山科3丁目1番2号,,36.5310816,136.6466871,076-241-8528,076-241-6841,http://www.miyakawa-fd.com/,平日9:30〜18:30、土曜9:30〜16:00、日曜・祝日10:00〜16:00,年末年始、夏季休暇のみ,★売買仲介手数料20％引き！★賃貸仲介手数料50％引き！
co100136,ofid0001,（有）川原農産,928-0214,石川県輪島市町野町佐野へ-28番地,,37.4080209,137.0962586,0768-32-1717,0768-32-0851,http://www.kawaranousan.com,9:00〜15:00,土曜日、お盆、年末、年始,○奥能登・輪島産のお米を10〜20％引き　○もれなくポン菓子1袋プレゼント
co100129,ofid0001,（有）建匠舎,924-0073,石川県白山市千代野東2丁目3番地1,,36.5192171,136.5424183,076-274-2753,076-274-5517,http://www.kenshosha.com,8:00〜18:00,年末年始、お盆,新築された方に、薪ストーブ（アンコール　定価52万円）をプレゼント！増改築で薪ストーブを設置した方にアクセサリー5万円分プレゼント！（設置費、煙突代別途）
co100126,ofid0001,（有）押水電気商会,929-1333,石川県羽咋郡宝達志水町免田2-4-2,,36.796325,136.7461121,0767-28-3162,0767-28-3928,http://www.atom-denki.co.jp,8:00〜18:00,毎週日曜日、年末、年始、盆,家電製品5％引き
co101177,ofid0001,（有）絹川不動産,921-8161,石川県金沢市有松2丁目3番11号,,36.5436077,136.6402958,076-242-1588,076-247-7788,http://www.kinukawa-fudousan.co.jp,9:00〜17:30,年末、年始、GW、盆休,・売買物件をご契約頂いた方は仲介手数料より5％引きいたします　・弊社管理の賃貸物件をご契約頂いた方は仲介手数料より20％引きいたします
co101433,ofid0001,（有）谷口呉服店,922-0242,石川県加賀市山代温泉温泉通１２,,36.2906521,136.3624672,0761-77-1810,0761-77-1856,,9:00〜19:30,火曜日、第３日曜日,プレパスご持参の方、５％割引します！！（ただし、割引期間を除きます）着付教室も１回無料体験していただけます。
co100596,ofid0001,（有）野崎商事,926-0171,石川県七尾市石崎町レ-49-1,,37.0743163,136.9279312,0767-62-2457,0767-62-3715,,9:00〜18:00,土、日、祝日,文房具５％引き（一部除外品有り）
co101345,ofid0001,（有）ﾄﾞﾘｰﾑ運転代行 ,920-0867,石川県金沢市長土塀２丁目７−１,,36.5683715,136.6448611,076-231-6678,,http://www.dreamdaikou.com/,月曜日〜木曜日１７:００〜４:３０　金曜日、土曜日１７:００〜５:００　日曜日１７:００〜３:３０,年中無休,代行料金１０％引
co100265,ofid0001,（株）K・マーケットプレイス,929-1721,石川県鹿島郡中能登町井田と１−１,アル・プラザ鹿島内,36.9692859,136.9070822,0767-76-2303,0767-76-2303,,10:00〜21:00,無休,HOPカードポイント2倍進呈
co544885,ofid0001,（株）　済田工務店,920-2132,石川県白山市明島町春89番地,,36.4586989,136.6137158,076-273-2660,076-273-3331,http://saidakoumuten.co.jp,8:00〜18：00,日曜・祝日,定期開催のワークショップの参加費が無料になります。
co100253,ofid0001,（株）あさひホーム,923-0802,石川県小松市上小松町丙100-8,,36.407292,136.465775,0761-23-4577,0761-23-4578,http://www.asahi100nen.com,8：30〜21：00,祝日、第3日曜日,新築工事で、お子様が3人以上の方、20万円をプレゼント致します。リフォーム工事で、お子様が3人以上の方、かつ50万円以上の工事をされた方、3万円のリフォームチケットを進呈致します。（次回のリフォーム工事にてご利用下さい。）
co100039,ofid0001,（株）ますた不動産,923-0903,石川県小松市丸の内町1丁目120番地,,36.4108454,136.4453376,0761-23-2103,0761-23-5489,,9:00〜18:00,日曜、祝日,申込時に提示の方　賃貸／仲介手数料当社分50％引き　売買／お祝の品進呈
co100040,ofid0001,（株）まちづくり加賀,922-0423,石川県加賀市作見町ル25-1,,36.31974,136.3523258,0761-72-7777,0761-72-7720,http://www.tabimati.net/access/inkaga/canbus.php,8:50〜17:30,無休,保護者ご同伴の場合は乳幼児（小学生未満）無料
co101335,ofid0001,（株）エコシステム,923-1121,石川県能美市寺井町ロ50番1,,36.443916,136.4903225,0761-58-6900,0761-58-6906,http://www.eco-system.ne.jp,8:00-17:00,第２・４土曜、日曜、祝日,２０％増量！！見積もりのお客様にはさらに特典もございます！！！　
co100729,ofid0006,（株）オートモ　城北店,920-0804,石川県金沢市鳴和１丁目1-10,城北ショッピングセンター２階,36.5847562,136.6724937,076-252-1501,,http://www.o-tomo.co.jp,10：00〜19：00,月に２回（木曜日）、年末年始（城北ショッピングセンター休業日,5000円以上お買い上げの方に、粗品を進呈
co100729,ofid0004,（株）オートモ　有松店,921-8178,石川県金沢市寺地2‐14‐1,,36.537586,136.6357686,076-227-8858,,http://www.o-tomo.co.jp,10:00〜19:00,毎週水曜日、年末年始（2月末〜3月末は無休）,5000円以上お買い上げの方に、粗品を進呈
co100729,ofid0005,（株）オートモ　笠舞店,920-0965,石川県金沢市笠舞１丁目23-23,（ショッピングタウンパレット１階）,36.5458372,136.6767346,076-263-6711,,http://www.o-tomo.co.jp,10:00〜20:00,ショッピングタウンパレットの休業日に準じる,5000円以上お買い上げの方に、粗品を進呈
co100729,ofid0001,（株）オートモ　諸江店,920-0014,石川県金沢市諸江町３０番１号,アル・プラザ金沢,36.5910994,136.6431699,076-260-4121,076-260-4121,http://www.o-tomo.co.jp,10:00〜21:00,アル・プラザ金沢の休業日に準じる,5000円以上お買い上げの方に、粗品を進呈
co100729,ofid0003,（株）オートモ　野々市店,921-8802,石川県野々市市押野２丁目７８,,36.5396326,136.6118513,076-246-3585,076-246-3585,http://www.o-tomo.co.jp,10:00〜19:00（2月末〜3月末は20:00迄）,毎週水曜日、年末年始（2月末〜3月末は無休）,5000円以上お買い上げの方に、粗品を進呈
co100729,ofid0002,（株）オートモ　間明店,921-8005,石川県金沢市間明町１丁目233,,36.5665016,136.6155162,076-292-3300,076-292-3310,http://www.o-tomo.co.jp,10:00〜19:00（2月末〜3月末は20:00迄）,毎週火曜日、年末年始（2月末〜3月末は無休）,5000円以上お買い上げの方に、粗品を進呈
co101266,ofid0001,（株）コクブ,926-0806,石川県七尾市一本杉町20,,37.0466598,136.963504,0767-53-0512,0767-53-5858,,10:00〜19:00,日曜日、祝日,文房具・紙製品５％OFF（一部除外品あり）　2000円以上お買い上げの方に粗品進呈！
